Customer_ID,Preferred_Data_GB,Preferred_Calls,Preferred_SMS,Preferred_Validity,Preferred_OTT,Budget_Range,Preferred_Speed
C04493,3.0,Unlimited,50,84,Amazon Prime,Low,4G
C04494,5.0,200,200,84,Netflix,Medium,4G
C04495,1.0,Unlimited,50,56,No OTT,High,5G
C04496,5.0,Unlimited,200,28,Netflix,High,4G
C04497,1.5,Unlimited,50,180,Hotstar,High,5G
C04498,1.5,100,200,28,Netflix,Low,5G
C04499,2.0,200,200,180,Netflix,High,5G
C04500,5.0,300,50,28,Hotstar,Medium,4G
C04501,1.0,Unlimited,200,180,Amazon Prime,Medium,4G
C04502,3.0,100,200,56,No OTT,Medium,4G
C04503,1.0,300,Unlimited,56,Amazon Prime,High,5G
C04504,3.0,Unlimited,100,84,Hotstar,Medium,4G
C04505,3.0,200,Unlimited,365,Hotstar,High,5G
C04506,1.5,Unlimited,200,84,No OTT,Medium,5G
C04507,5.0,200,50,56,No OTT,High,4G
C04508,5.0,Unlimited,50,56,Hotstar,Medium,5G
C04509,5.0,100,100,56,Hotstar,Medium,5G
C04510,5.0,100,100,365,No OTT,Medium,4G
C04511,1.0,200,200,180,No OTT,High,4G
C04512,1.0,300,100,84,Hotstar,Low,5G
C04513,5.0,200,200,84,Netflix,Low,5G
C04514,1.0,100,100,365,Amazon Prime,Medium,5G
C04515,5.0,100,Unlimited,28,No OTT,Low,5G
C04516,3.0,100,100,56,Hotstar,High,5G
C04517,5.0,Unlimited,100,28,Hotstar,Medium,5G
C04518,2.0,Unlimited,50,56,Netflix,Medium,5G
C04519,2.0,100,100,180,No OTT,Medium,5G
C04520,2.0,Unlimited,100,180,Netflix,Low,5G
C04521,5.0,300,50,365,Hotstar,Medium,5G
C04522,5.0,300,50,365,Hotstar,High,5G
C04523,5.0,100,200,180,Netflix,Low,5G
C04524,2.0,Unlimited,200,56,No OTT,Medium,4G
C04525,2.0,100,Unlimited,28,Amazon Prime,Low,4G
C04526,1.0,Unlimited,50,180,Hotstar,Medium,5G
C04527,1.0,300,100,365,Hotstar,High,4G
C04528,5.0,100,200,84,Hotstar,Medium,5G
C04529,1.0,100,200,56,Amazon Prime,Medium,4G
C04530,5.0,Unlimited,100,56,Amazon Prime,Low,5G
C04531,5.0,300,200,28,Netflix,Low,5G
C04532,2.0,200,100,180,No OTT,Medium,4G
C04533,1.0,100,50,56,No OTT,High,4G
C04534,2.0,100,100,56,Netflix,Low,4G
C04535,2.0,200,50,28,Amazon Prime,Medium,4G
C04536,3.0,200,200,84,Amazon Prime,Medium,5G
C04537,1.5,300,Unlimited,28,No OTT,Low,4G
C04538,1.0,100,50,365,Netflix,Low,5G
C04539,3.0,100,50,84,Netflix,Low,5G
C04540,3.0,200,Unlimited,365,Netflix,High,4G
C04541,2.0,200,200,180,Netflix,High,5G
C04542,2.0,Unlimited,200,84,Hotstar,Medium,5G
C04543,2.0,300,100,365,No OTT,High,4G
C04544,1.0,200,50,28,Netflix,Low,4G
C04545,2.0,Unlimited,200,180,Amazon Prime,High,5G
C04546,2.0,300,100,84,Hotstar,High,5G
C04547,1.5,200,Unlimited,84,No OTT,Medium,4G
C04548,1.5,Unlimited,200,28,Amazon Prime,Low,5G
C04549,1.5,300,100,365,No OTT,Low,5G
C04550,5.0,300,200,56,Netflix,High,4G
C04551,2.0,100,50,365,No OTT,Medium,5G
C04552,1.0,300,100,28,Amazon Prime,High,4G
C04553,2.0,Unlimited,100,180,No OTT,Medium,5G
C04554,5.0,100,Unlimited,56,Amazon Prime,Low,4G
C04555,5.0,300,200,28,No OTT,Medium,4G
C04556,1.5,200,50,56,No OTT,High,4G
C04557,5.0,300,50,84,No OTT,Medium,4G
C04558,3.0,200,Unlimited,56,Hotstar,Medium,4G
C04559,1.0,200,100,180,Amazon Prime,Low,4G
C04560,1.5,300,50,28,Amazon Prime,Medium,5G
C04561,5.0,300,100,28,No OTT,High,4G
C04562,5.0,200,Unlimited,180,No OTT,Low,4G
C04563,3.0,300,100,365,Amazon Prime,Low,4G
C04564,1.0,Unlimited,Unlimited,180,Hotstar,Medium,4G
C04565,5.0,100,Unlimited,56,Hotstar,Medium,5G
C04566,2.0,100,200,180,No OTT,Low,4G
C04567,3.0,Unlimited,100,28,No OTT,Low,5G
C04568,2.0,200,50,180,No OTT,Low,5G
C04569,5.0,300,50,365,Hotstar,High,5G
C04570,3.0,100,100,28,No OTT,Medium,5G
C04571,2.0,Unlimited,100,28,Hotstar,Low,4G
C04572,1.0,200,50,365,Amazon Prime,Medium,4G
C04573,3.0,Unlimited,100,84,Hotstar,Low,4G
C04574,1.0,Unlimited,100,56,Netflix,High,4G
C04575,1.0,300,100,365,No OTT,Low,4G
C04576,1.5,Unlimited,100,180,No OTT,Low,5G
C04577,3.0,200,Unlimited,56,Hotstar,Low,5G
C04578,3.0,100,Unlimited,84,Hotstar,Low,4G
C04579,3.0,Unlimited,100,84,No OTT,Medium,5G
C04580,3.0,300,100,28,No OTT,Low,5G
C04581,3.0,Unlimited,100,56,Netflix,Medium,5G
C04582,3.0,200,200,180,Hotstar,Low,4G
C04583,5.0,Unlimited,200,84,Netflix,Medium,4G
C04584,1.0,300,Unlimited,365,No OTT,Medium,4G
C04585,3.0,100,200,56,Hotstar,Low,4G
C04586,3.0,200,Unlimited,365,Amazon Prime,Medium,4G
C04587,5.0,200,200,56,No OTT,Low,4G
C04588,3.0,Unlimited,200,28,Hotstar,High,5G
C04589,1.0,300,200,365,No OTT,High,4G
C04590,1.5,200,100,365,No OTT,High,5G
C04591,3.0,200,Unlimited,84,No OTT,High,5G
C04592,1.0,300,200,28,Hotstar,Low,4G
C04593,3.0,300,100,180,Amazon Prime,Medium,4G
C04594,1.5,100,100,56,Netflix,Low,5G
C04595,1.5,300,50,56,Netflix,Low,5G
C04596,3.0,100,Unlimited,56,No OTT,Low,5G
C04597,5.0,300,100,56,Amazon Prime,Medium,5G
C04598,3.0,200,Unlimited,28,Hotstar,Medium,5G
C04599,5.0,100,50,365,Netflix,Medium,4G
C04600,1.5,200,50,84,Hotstar,Medium,5G
C04601,1.0,Unlimited,200,28,No OTT,High,5G
C04602,1.5,300,100,56,Netflix,Medium,5G
C04603,1.0,Unlimited,100,28,No OTT,Low,4G
C04604,2.0,300,100,56,Hotstar,Low,5G
C04605,3.0,100,50,56,Netflix,Medium,5G
C04606,1.5,300,50,56,Amazon Prime,Medium,5G
C04607,2.0,200,50,28,No OTT,Low,5G
C04608,1.0,200,100,180,Amazon Prime,Medium,4G
C04609,5.0,Unlimited,200,56,No OTT,High,4G
C04610,2.0,Unlimited,Unlimited,365,Hotstar,Medium,5G
C04611,1.5,100,50,84,Netflix,Medium,4G
C04612,5.0,300,Unlimited,56,No OTT,Low,4G
C04613,1.0,100,Unlimited,56,Hotstar,Medium,4G
C04614,3.0,Unlimited,50,56,Hotstar,Low,4G
C04615,1.5,300,200,365,No OTT,Medium,4G
C04616,2.0,200,200,180,No OTT,Medium,4G
C04617,3.0,200,50,84,Netflix,Medium,5G
C04618,3.0,100,200,28,No OTT,Medium,5G
C04619,5.0,200,Unlimited,180,Amazon Prime,Medium,5G
C04620,3.0,100,200,84,No OTT,High,4G
C04621,5.0,200,200,84,Hotstar,High,5G
C04622,1.5,Unlimited,100,84,No OTT,High,4G
C04623,3.0,300,50,56,Hotstar,Medium,4G
C04624,5.0,Unlimited,50,365,No OTT,Low,4G
C04625,5.0,300,50,180,Amazon Prime,High,5G
C04626,1.0,Unlimited,50,56,No OTT,Medium,5G
C04627,1.0,300,200,180,No OTT,High,5G
C04628,1.5,200,50,28,Amazon Prime,High,4G
C04629,2.0,100,100,180,Hotstar,High,4G
C04630,2.0,Unlimited,100,84,Hotstar,Medium,5G
C04631,2.0,Unlimited,50,28,Netflix,Medium,4G
C04632,1.5,200,50,365,No OTT,High,5G
C04633,1.0,100,200,28,Amazon Prime,Low,4G
C04634,1.5,300,50,56,Amazon Prime,Low,4G
C04635,5.0,Unlimited,100,84,No OTT,Low,5G
C04636,2.0,300,200,365,Amazon Prime,High,5G
C04637,1.0,200,100,365,Hotstar,Medium,5G
C04638,3.0,Unlimited,100,56,Amazon Prime,Medium,5G
C04639,1.0,200,100,180,No OTT,Low,5G
C04640,1.0,100,200,84,Netflix,High,4G
C04641,1.0,Unlimited,Unlimited,84,Netflix,Medium,5G
C04642,3.0,300,Unlimited,180,Amazon Prime,Medium,4G
C04643,1.0,200,Unlimited,365,No OTT,High,4G
C04644,1.0,100,Unlimited,28,No OTT,High,5G
C04645,1.0,300,50,84,No OTT,Medium,5G
C04646,1.0,100,50,365,No OTT,High,4G
C04647,1.0,Unlimited,Unlimited,180,Amazon Prime,Low,5G
C04648,1.5,Unlimited,100,365,Netflix,High,4G
C04649,2.0,100,Unlimited,28,Hotstar,High,4G
C04650,3.0,200,Unlimited,365,No OTT,Low,4G
C04651,3.0,200,Unlimited,84,No OTT,Medium,4G
C04652,5.0,Unlimited,50,84,Hotstar,Low,4G
C04653,3.0,100,Unlimited,28,Netflix,Medium,5G
C04654,1.0,Unlimited,Unlimited,180,No OTT,Medium,5G
C04655,5.0,Unlimited,50,84,Amazon Prime,Low,5G
C04656,5.0,100,Unlimited,28,Amazon Prime,Medium,5G
C04657,2.0,300,100,28,No OTT,Medium,5G
C04658,5.0,Unlimited,100,56,No OTT,High,4G
C04659,1.0,200,Unlimited,28,No OTT,Low,5G
C04660,1.5,200,Unlimited,84,Hotstar,Low,4G
C04661,2.0,100,Unlimited,56,No OTT,Medium,4G
C04662,3.0,100,100,180,Amazon Prime,High,5G
C04663,1.5,200,Unlimited,84,Hotstar,Low,5G
C04664,2.0,Unlimited,100,365,No OTT,High,4G
C04665,1.0,200,100,180,Amazon Prime,Medium,4G
C04666,2.0,Unlimited,200,84,Netflix,Medium,4G
C04667,3.0,200,100,84,Hotstar,Medium,4G
C04668,5.0,200,50,365,Hotstar,Low,4G
C04669,2.0,200,100,84,No OTT,Low,5G
C04670,3.0,200,100,84,No OTT,Low,5G
C04671,3.0,200,50,84,Netflix,Medium,4G
C04672,3.0,Unlimited,Unlimited,84,Hotstar,Low,5G
C04673,1.0,300,100,56,Hotstar,Medium,4G
C04674,1.5,100,100,365,Amazon Prime,High,4G
C04675,5.0,100,Unlimited,180,Amazon Prime,High,5G
C04676,2.0,200,50,84,Netflix,Medium,4G
C04677,2.0,100,200,84,No OTT,Low,4G
C04678,1.5,200,100,180,Amazon Prime,Medium,4G
C04679,5.0,200,Unlimited,56,Netflix,Low,5G
C04680,1.5,100,200,180,Netflix,High,5G
C04681,5.0,200,Unlimited,180,Amazon Prime,Medium,5G
C04682,1.0,Unlimited,100,56,Netflix,Low,4G
C04683,5.0,Unlimited,50,365,No OTT,Medium,5G
C04684,2.0,Unlimited,200,56,Amazon Prime,Low,5G
C04685,2.0,100,50,28,No OTT,High,5G
C04686,1.0,100,200,28,Amazon Prime,Low,5G
C04687,3.0,100,100,84,No OTT,Medium,5G
C04688,1.5,100,Unlimited,180,Netflix,High,4G
C04689,3.0,100,Unlimited,365,No OTT,Low,5G
C04690,3.0,300,100,28,Netflix,Low,4G
C04691,1.5,100,50,56,Netflix,Low,5G
C04692,1.5,300,100,365,No OTT,Low,5G
C04693,1.5,100,50,56,No OTT,High,5G
C04694,1.5,300,50,84,Netflix,Low,5G
C04695,1.5,Unlimited,50,365,Hotstar,Low,4G
C04696,3.0,100,50,56,No OTT,Low,4G
C04697,5.0,100,Unlimited,28,Netflix,Medium,5G
C04698,2.0,200,50,365,No OTT,High,5G
C04699,1.0,100,100,180,Netflix,Medium,5G
C04700,1.5,100,100,84,Hotstar,Low,5G
C04701,1.0,Unlimited,50,180,No OTT,High,5G
C04702,1.0,300,50,180,Netflix,High,4G
C04703,2.0,300,Unlimited,28,Amazon Prime,Medium,4G
C04704,2.0,300,100,84,Amazon Prime,High,5G
C04705,2.0,Unlimited,Unlimited,56,No OTT,High,5G
C04706,1.0,100,50,365,Hotstar,High,4G
C04707,3.0,100,Unlimited,28,Hotstar,Low,5G
C04708,3.0,200,Unlimited,28,Netflix,Medium,5G
C04709,1.0,300,50,180,Hotstar,Low,5G
C04710,1.5,200,Unlimited,84,No OTT,High,4G
C04711,1.5,100,Unlimited,84,No OTT,High,4G
C04712,2.0,Unlimited,200,28,No OTT,High,5G
C04713,3.0,200,100,84,Amazon Prime,Medium,5G
C04714,1.0,100,100,28,No OTT,Low,4G
C04715,2.0,300,50,84,No OTT,High,5G
C04716,1.0,300,Unlimited,56,No OTT,Medium,4G
C04717,1.5,300,100,84,No OTT,Medium,5G
C04718,2.0,Unlimited,200,84,Hotstar,Medium,5G
C04719,1.0,100,200,28,Netflix,Low,5G
C04720,3.0,200,Unlimited,84,No OTT,Medium,4G
C04721,1.5,300,100,56,Hotstar,Low,5G
C04722,3.0,100,Unlimited,84,No OTT,High,4G
C04723,3.0,Unlimited,Unlimited,56,Hotstar,High,5G
C04724,2.0,200,Unlimited,28,No OTT,Low,4G
C04725,5.0,100,50,180,Hotstar,High,5G
C04726,5.0,200,200,180,Hotstar,Low,5G
C04727,3.0,300,50,84,Netflix,Medium,5G
C04728,2.0,200,Unlimited,365,Amazon Prime,Medium,5G
C04729,2.0,300,Unlimited,180,Netflix,High,5G
C04730,2.0,300,200,28,Hotstar,Medium,5G
C04731,1.0,300,100,365,Netflix,High,4G
C04732,1.0,200,100,28,Netflix,Medium,5G
C04733,3.0,100,100,180,No OTT,Medium,4G
C04734,3.0,200,Unlimited,56,Netflix,Medium,5G
C04735,1.5,100,200,28,No OTT,Low,4G
C04736,3.0,100,50,28,Amazon Prime,Low,5G
C04737,3.0,300,50,365,No OTT,High,4G
C04738,1.0,100,100,28,Amazon Prime,High,5G
C04739,3.0,200,200,28,Amazon Prime,Low,5G
C04740,5.0,100,Unlimited,180,Amazon Prime,Medium,4G
C04741,3.0,200,50,28,Amazon Prime,Low,4G
C04742,3.0,200,200,84,Hotstar,High,4G
C04743,2.0,200,200,365,No OTT,Medium,5G
C04744,2.0,300,Unlimited,180,No OTT,Low,4G
C04745,1.5,100,50,365,No OTT,Medium,5G
C04746,2.0,100,100,84,No OTT,High,5G
C04747,5.0,100,Unlimited,28,No OTT,High,5G
C04748,5.0,200,Unlimited,180,Amazon Prime,Low,4G
C04749,1.0,300,100,56,Netflix,Medium,5G
C04750,2.0,Unlimited,100,28,No OTT,Low,4G
C04751,1.0,300,50,84,Amazon Prime,Medium,5G
C04752,3.0,100,100,28,No OTT,High,4G
C04753,3.0,300,200,28,Amazon Prime,High,5G
C04754,2.0,100,50,28,No OTT,Low,4G
C04755,1.5,Unlimited,100,28,No OTT,High,4G
C04756,1.5,100,Unlimited,365,Amazon Prime,Medium,4G
C04757,3.0,100,50,84,Netflix,High,5G
C04758,2.0,Unlimited,Unlimited,28,No OTT,High,4G
C04759,1.0,200,50,180,Netflix,High,5G
C04760,1.5,100,Unlimited,180,Netflix,Medium,4G
C04761,2.0,100,Unlimited,56,No OTT,Low,5G
C04762,1.5,Unlimited,Unlimited,84,No OTT,High,5G
C04763,3.0,200,50,365,Hotstar,Low,5G
C04764,2.0,100,100,84,No OTT,High,4G
C04765,1.5,Unlimited,Unlimited,84,No OTT,Low,5G
C04766,3.0,300,200,365,No OTT,Low,4G
C04767,1.5,300,Unlimited,84,Amazon Prime,High,5G
C04768,1.0,300,200,56,Hotstar,Medium,5G
C04769,3.0,200,Unlimited,28,No OTT,Medium,5G
C04770,1.0,Unlimited,Unlimited,84,Amazon Prime,Medium,4G
C04771,1.5,Unlimited,200,365,No OTT,Medium,4G
C04772,1.0,Unlimited,Unlimited,28,Hotstar,Low,4G
C04773,3.0,100,100,365,Amazon Prime,Low,4G
C04774,1.0,200,50,365,Hotstar,High,5G
C04775,1.5,200,100,84,Amazon Prime,High,4G
C04776,5.0,Unlimited,100,56,No OTT,Medium,5G
C04777,2.0,200,100,180,No OTT,High,5G
C04778,2.0,200,100,28,No OTT,Medium,5G
C04779,1.0,200,Unlimited,28,Amazon Prime,Low,4G
C04780,1.0,200,200,28,Netflix,Medium,4G
C04781,1.0,300,Unlimited,180,Hotstar,High,5G
C04782,3.0,300,200,180,No OTT,High,4G
C04783,3.0,300,Unlimited,56,Netflix,High,5G
C04784,3.0,Unlimited,Unlimited,28,No OTT,High,4G
C04785,1.0,Unlimited,200,365,No OTT,Medium,5G
C04786,3.0,200,Unlimited,84,No OTT,Low,5G
C04787,3.0,200,50,84,No OTT,High,4G
C04788,2.0,200,Unlimited,180,No OTT,Low,4G
C04789,2.0,300,100,56,Netflix,Low,4G
C04790,1.0,100,100,365,Hotstar,Low,5G
C04791,5.0,100,100,180,No OTT,High,5G
C04792,3.0,Unlimited,100,84,No OTT,Medium,5G
C04793,1.5,200,100,180,Hotstar,High,5G
C04794,3.0,300,200,28,No OTT,Low,5G
C04795,5.0,Unlimited,50,180,Amazon Prime,Low,5G
C04796,3.0,Unlimited,50,28,Netflix,Low,5G
C04797,5.0,Unlimited,Unlimited,365,Amazon Prime,High,4G
C04798,2.0,Unlimited,200,84,Netflix,Medium,5G
C04799,1.0,Unlimited,Unlimited,365,No OTT,Low,4G
C04800,2.0,100,200,56,Hotstar,High,5G
C04801,2.0,300,50,28,Netflix,Low,4G
C04802,1.0,Unlimited,Unlimited,28,Netflix,Medium,4G
C04803,1.0,300,100,180,Amazon Prime,Medium,4G
C04804,5.0,200,100,84,Hotstar,High,5G
C04805,2.0,Unlimited,50,365,Amazon Prime,High,4G
C04806,2.0,Unlimited,200,56,No OTT,Low,4G
C04807,3.0,300,50,28,No OTT,Medium,5G
C04808,1.5,300,100,56,Amazon Prime,High,4G
C04809,5.0,100,Unlimited,84,Hotstar,High,5G
C04810,2.0,100,200,180,Hotstar,High,4G
C04811,5.0,200,Unlimited,28,Netflix,High,5G
C04812,5.0,200,200,56,No OTT,High,4G
C04813,1.0,Unlimited,100,365,Netflix,Low,4G
C04814,2.0,300,100,84,Hotstar,Medium,5G
C04815,2.0,100,Unlimited,365,Amazon Prime,Medium,4G
C04816,1.5,Unlimited,100,56,No OTT,Low,4G
C04817,1.0,100,Unlimited,56,No OTT,High,4G
C04818,3.0,100,100,56,Netflix,High,4G
C04819,1.0,300,200,365,No OTT,Medium,5G
C04820,1.5,300,100,365,Netflix,Low,4G
C04821,1.5,Unlimited,100,84,No OTT,Medium,5G
C04822,1.5,Unlimited,Unlimited,28,No OTT,High,5G
C04823,3.0,100,100,84,No OTT,Medium,5G
C04824,3.0,300,Unlimited,56,Hotstar,Low,5G
C04825,1.5,300,200,180,Amazon Prime,High,4G
C04826,1.0,100,200,28,Netflix,Medium,5G
C04827,3.0,100,50,28,No OTT,High,4G
C04828,5.0,Unlimited,Unlimited,180,No OTT,High,5G
C04829,5.0,Unlimited,50,28,Netflix,Low,4G
C04830,1.0,Unlimited,100,180,No OTT,Low,5G
C04831,3.0,100,Unlimited,365,No OTT,High,5G
C04832,1.5,300,100,28,No OTT,Medium,5G
C04833,1.5,200,100,56,No OTT,High,4G
C04834,2.0,Unlimited,Unlimited,84,No OTT,Low,5G
C04835,3.0,300,200,180,Netflix,Low,5G
C04836,1.0,Unlimited,Unlimited,180,No OTT,High,5G
C04837,1.0,100,50,365,Hotstar,Low,4G
C04838,5.0,100,200,84,Hotstar,Low,5G
C04839,1.0,300,200,365,Hotstar,High,4G
C04840,1.0,300,200,28,No OTT,High,5G
C04841,1.0,300,Unlimited,28,Netflix,High,5G
C04842,1.0,Unlimited,100,365,No OTT,High,5G
C04843,3.0,200,100,180,No OTT,High,5G
C04844,2.0,200,100,365,Amazon Prime,Low,5G
C04845,5.0,Unlimited,100,28,No OTT,High,4G
C04846,5.0,200,50,84,Amazon Prime,Medium,5G
C04847,1.5,300,200,180,No OTT,High,5G
C04848,5.0,300,Unlimited,180,Amazon Prime,High,5G
C04849,2.0,300,Unlimited,365,Hotstar,Medium,4G
C04850,2.0,100,200,180,Hotstar,Low,4G
C04851,1.0,100,200,84,Amazon Prime,Low,5G
C04852,3.0,100,100,56,No OTT,Low,5G
C04853,1.5,200,50,365,No OTT,High,5G
C04854,1.5,100,100,28,No OTT,Medium,4G
C04855,1.0,300,50,365,Amazon Prime,Medium,4G
C04856,3.0,300,100,28,Amazon Prime,High,5G
C04857,5.0,Unlimited,Unlimited,56,Netflix,Medium,4G
C04858,1.0,Unlimited,Unlimited,365,No OTT,High,5G
C04859,5.0,300,50,28,No OTT,High,4G
C04860,2.0,200,Unlimited,28,No OTT,High,4G
C04861,1.5,100,Unlimited,84,No OTT,Medium,5G
C04862,1.0,Unlimited,200,365,No OTT,Medium,4G
C04863,2.0,Unlimited,100,84,No OTT,Medium,4G
C04864,5.0,Unlimited,100,84,No OTT,Low,5G
C04865,1.0,100,Unlimited,28,Amazon Prime,Medium,4G
C04866,1.0,300,50,56,No OTT,High,4G
C04867,1.0,200,50,28,Netflix,Low,4G
C04868,5.0,100,Unlimited,365,No OTT,Medium,5G
C04869,1.5,300,Unlimited,56,Hotstar,Medium,5G
C04870,1.5,100,200,180,No OTT,Medium,4G
C04871,3.0,200,Unlimited,180,Netflix,Medium,4G
C04872,1.0,300,200,84,No OTT,High,5G
C04873,5.0,300,200,56,No OTT,Low,5G
C04874,2.0,100,100,365,No OTT,High,5G
C04875,1.5,Unlimited,50,180,No OTT,Low,4G
C04876,1.0,200,50,365,No OTT,Medium,4G
C04877,1.0,100,Unlimited,180,Hotstar,Medium,4G
C04878,3.0,200,100,84,Hotstar,Low,5G
C04879,5.0,200,50,84,No OTT,High,4G
C04880,1.5,100,Unlimited,56,No OTT,Low,5G
C04881,5.0,200,Unlimited,180,Amazon Prime,High,5G
C04882,1.5,200,Unlimited,56,Hotstar,High,5G
C04883,1.0,200,50,84,Hotstar,Low,5G
C04884,3.0,200,100,180,Amazon Prime,Low,4G
C04885,5.0,200,200,56,Hotstar,Low,5G
C04886,1.5,200,100,28,No OTT,Low,5G
C04887,2.0,300,200,365,No OTT,High,4G
C04888,2.0,100,100,84,No OTT,Low,5G
C04889,3.0,200,200,56,Amazon Prime,Low,4G
C04890,2.0,300,50,180,No OTT,Medium,4G
C04891,5.0,300,200,28,Netflix,Low,4G
C04892,5.0,200,50,56,Hotstar,Low,4G
C04893,2.0,300,100,180,Amazon Prime,Low,5G
C04894,1.5,300,50,84,Amazon Prime,Medium,5G
C04895,2.0,200,Unlimited,84,Amazon Prime,High,4G
C04896,5.0,100,50,56,Amazon Prime,Medium,5G
C04897,1.0,200,Unlimited,365,No OTT,High,4G
C04898,2.0,Unlimited,Unlimited,365,Hotstar,Low,4G
C04899,1.0,200,Unlimited,365,No OTT,High,4G
C04900,5.0,300,200,56,Amazon Prime,High,5G
C04901,1.0,300,200,28,Netflix,Low,5G
C04902,1.5,Unlimited,50,84,No OTT,Medium,5G
C04903,5.0,200,50,180,Netflix,Low,5G
C04904,1.5,100,Unlimited,56,No OTT,Low,5G
C04905,1.5,300,200,84,Netflix,Low,5G
C04906,1.5,Unlimited,50,180,Hotstar,High,5G
C04907,2.0,100,50,180,Amazon Prime,Medium,4G
C04908,1.0,200,100,180,No OTT,High,5G
C04909,1.5,200,100,365,No OTT,High,5G
C04910,1.5,100,100,28,Amazon Prime,Low,4G
C04911,2.0,200,50,180,Hotstar,High,4G
C04912,2.0,100,Unlimited,28,Hotstar,Low,5G
C04913,1.0,100,100,56,Hotstar,High,4G
C04914,3.0,200,100,28,Netflix,Low,5G
C04915,1.5,200,200,180,No OTT,High,5G
C04916,1.5,200,50,180,Amazon Prime,Low,5G
C04917,5.0,300,100,365,No OTT,High,5G
C04918,2.0,100,50,365,No OTT,Medium,5G
C04919,5.0,300,Unlimited,180,No OTT,High,4G
C04920,2.0,Unlimited,100,56,Netflix,Low,4G
C04921,2.0,200,200,56,No OTT,Medium,4G
C04922,2.0,100,Unlimited,180,Netflix,High,4G
C04923,3.0,100,Unlimited,365,Hotstar,Medium,5G
C04924,3.0,200,Unlimited,56,No OTT,Medium,5G
C04925,1.5,300,100,84,Netflix,High,4G
C04926,3.0,Unlimited,200,180,No OTT,Medium,5G
C04927,1.0,200,50,365,Netflix,Medium,4G
C04928,1.0,200,200,56,Hotstar,Low,5G
C04929,1.0,100,Unlimited,84,No OTT,Medium,5G
C04930,5.0,300,50,56,Hotstar,High,5G
C04931,3.0,200,50,180,No OTT,High,4G
C04932,3.0,100,50,180,Hotstar,Medium,5G
C04933,2.0,100,200,365,No OTT,High,4G
C04934,3.0,300,100,365,No OTT,Medium,5G
C04935,1.5,Unlimited,50,84,Hotstar,Medium,4G
C04936,2.0,200,200,56,Hotstar,High,4G
C04937,1.5,300,100,28,Amazon Prime,Low,4G
C04938,1.0,100,Unlimited,84,Netflix,High,5G
C04939,5.0,300,100,180,Netflix,Low,5G
C04940,1.5,Unlimited,200,180,Hotstar,High,4G
C04941,3.0,Unlimited,100,180,Amazon Prime,Low,4G
C04942,2.0,200,50,365,Amazon Prime,Low,5G
C04943,5.0,Unlimited,50,56,Hotstar,High,5G
C04944,1.5,300,50,365,No OTT,Medium,5G
C04945,3.0,200,Unlimited,84,Netflix,High,5G
C04946,2.0,200,Unlimited,180,No OTT,Low,4G
C04947,1.0,100,200,28,Hotstar,High,4G
C04948,2.0,Unlimited,Unlimited,365,Hotstar,Medium,4G
C04949,1.0,Unlimited,Unlimited,28,No OTT,Low,5G
C04950,1.5,300,200,84,Hotstar,Low,4G
C04951,1.0,Unlimited,Unlimited,28,Amazon Prime,Low,4G
C04952,1.0,300,50,28,Amazon Prime,Low,5G
C04953,3.0,300,100,28,Hotstar,Low,4G
C04954,1.0,100,50,84,Hotstar,High,5G
C04955,2.0,100,Unlimited,84,Amazon Prime,Low,5G
C04956,1.0,300,Unlimited,84,No OTT,High,5G
C04957,5.0,Unlimited,200,365,Amazon Prime,High,5G
C04958,2.0,200,50,56,Netflix,Medium,4G
C04959,1.0,100,100,56,No OTT,High,5G
C04960,1.0,Unlimited,50,365,No OTT,Medium,4G
C04961,3.0,200,50,28,Netflix,Medium,5G
C04962,1.5,300,Unlimited,84,Hotstar,Low,5G
C04963,1.0,300,Unlimited,180,Netflix,Low,4G
C04964,5.0,100,200,84,Hotstar,Medium,5G
C04965,2.0,200,50,84,Netflix,Medium,5G
C04966,1.0,200,Unlimited,28,No OTT,Low,4G
C04967,1.0,200,100,365,No OTT,Low,4G
C04968,3.0,Unlimited,100,365,Amazon Prime,Low,4G
C04969,3.0,300,50,180,No OTT,Medium,5G
C04970,1.5,Unlimited,200,28,No OTT,Medium,5G
C04971,5.0,200,50,56,No OTT,High,4G
C04972,1.0,200,50,56,Hotstar,Low,5G
C04973,3.0,Unlimited,50,365,Amazon Prime,Low,5G
C04974,2.0,300,50,84,No OTT,Medium,4G
C04975,1.5,100,200,56,Hotstar,Medium,4G
C04976,2.0,300,200,180,No OTT,Medium,4G
C04977,1.0,300,200,365,Hotstar,High,4G
C04978,5.0,100,50,180,No OTT,Medium,5G
C04979,1.0,Unlimited,100,365,Netflix,Low,4G
C04980,5.0,Unlimited,100,28,Hotstar,Medium,4G
C04981,1.5,200,50,56,Amazon Prime,High,5G
C04982,3.0,200,Unlimited,84,Netflix,High,5G
C04983,1.5,Unlimited,Unlimited,180,Hotstar,High,5G
C04984,1.5,300,200,84,No OTT,Low,4G
C04985,3.0,300,200,84,No OTT,High,4G
C04986,1.5,100,100,84,Hotstar,High,4G
C04987,2.0,300,200,180,No OTT,Medium,4G
C04988,5.0,300,100,180,Amazon Prime,Low,5G
C04989,5.0,Unlimited,50,28,Netflix,Medium,4G
C04990,5.0,100,Unlimited,56,No OTT,High,5G
C04991,1.0,100,200,180,No OTT,Medium,4G
C04992,2.0,300,Unlimited,56,Amazon Prime,Medium,4G
C04993,3.0,100,50,365,Hotstar,Low,5G
