Customer_ID,Previous_Plan_ID,Usage_Data_GB,Usage_Calls,Usage_SMS,Renewed,Previous_Speed,Previous_Validity,Previous_OTT
C03504,P12,129,1613,1999,0,5G,56,Amazon Prime
C03505,P03,42,3454,1800,0,4G,84,No OTT
C03506,P01,191,7442,1335,1,4G,365,No OTT
C03507,P24,121,4571,1199,1,4G,180,No OTT
C03508,P22,116,3650,1610,1,4G,365,No OTT
C03509,P13,135,1161,1494,0,5G,365,Amazon Prime
C03510,P12,112,3352,854,0,5G,56,Amazon Prime
C03511,P11,166,2513,1838,0,5G,28,Hotstar
C03512,P24,110,9508,1679,1,4G,180,No OTT
C03513,P04,26,4667,701,0,4G,84,No OTT
C03514,P24,93,7061,628,0,4G,180,No OTT
C03515,P24,192,9301,1976,0,4G,180,No OTT
C03516,P02,185,8369,1296,0,5G,56,Netflix
C03517,P08,121,5384,1836,1,4G,84,No OTT
C03518,P09,87,1952,1496,0,4G,365,No OTT
C03519,P16,79,3426,167,0,5G,56,Amazon Prime
C03520,P09,160,2366,324,1,4G,365,No OTT
C03521,P09,107,6035,666,1,4G,365,No OTT
C03522,P02,148,1557,1676,0,5G,56,Netflix
C03523,P02,69,1288,376,1,5G,56,Netflix
C03524,P03,67,5977,150,1,4G,84,No OTT
C03525,P14,67,7793,326,1,5G,28,No OTT
C03526,P23,174,5053,803,0,4G,28,No OTT
C03527,P07,181,3503,692,1,4G,180,Hotstar
C03528,P11,96,5741,888,1,5G,28,Hotstar
C03529,P16,163,7688,1594,1,5G,56,Amazon Prime
C03530,P17,106,5445,1645,1,5G,28,Hotstar
C03531,P11,54,1389,1262,1,5G,28,Hotstar
C03532,P20,180,5162,715,1,5G,180,Netflix
C03533,P07,45,5365,1745,0,4G,180,Hotstar
C03534,P17,103,8271,1035,0,5G,28,Hotstar
C03535,P06,125,8941,1670,1,5G,365,Netflix
C03536,P19,190,7844,1756,1,5G,84,Hotstar
C03537,P01,45,3956,314,0,4G,365,No OTT
C03538,P24,126,9288,1098,1,4G,180,No OTT
C03539,P11,197,9104,403,1,5G,28,Hotstar
C03540,P22,189,9048,716,0,4G,365,No OTT
C03541,P03,148,9138,1500,0,4G,84,No OTT
C03542,P09,174,9139,1793,0,4G,365,No OTT
C03543,P05,182,2040,1459,0,5G,84,No OTT
C03544,P23,193,5464,1468,0,4G,28,No OTT
C03545,P17,47,5345,1525,0,5G,28,Hotstar
C03546,P08,62,4392,1798,1,4G,84,No OTT
C03547,P24,64,9092,1378,1,4G,180,No OTT
C03548,P23,138,7941,1121,1,4G,28,No OTT
C03549,P13,162,7681,454,0,5G,365,Amazon Prime
C03550,P03,154,1377,1653,1,4G,84,No OTT
C03551,P01,128,6431,792,0,4G,365,No OTT
C03552,P11,185,1855,1129,0,5G,28,Hotstar
C03553,P05,55,4286,1876,1,5G,84,No OTT
C03554,P13,32,5740,691,1,5G,365,Amazon Prime
C03555,P10,171,2901,413,1,4G,28,No OTT
C03556,P19,181,4475,1108,1,5G,84,Hotstar
C03557,P24,84,6902,340,1,4G,180,No OTT
C03558,P24,20,6587,480,0,4G,180,No OTT
C03559,P06,38,7783,286,0,5G,365,Netflix
C03560,P14,119,4323,183,1,5G,28,No OTT
C03561,P11,167,4246,913,0,5G,28,Hotstar
C03562,P22,90,2469,1614,1,4G,365,No OTT
C03563,P22,129,5521,953,1,4G,365,No OTT
C03564,P13,93,1408,1082,1,5G,365,Amazon Prime
C03565,P08,94,3035,1300,1,4G,84,No OTT
C03566,P09,185,3400,820,1,4G,365,No OTT
C03567,P22,134,2069,1850,0,4G,365,No OTT
C03568,P21,32,5014,1536,1,5G,28,No OTT
C03569,P10,134,7316,507,0,4G,28,No OTT
C03570,P04,146,9385,475,1,4G,84,No OTT
C03571,P09,24,2048,1426,0,4G,365,No OTT
C03572,P09,158,3310,1035,0,4G,365,No OTT
C03573,P24,47,8087,1443,1,4G,180,No OTT
C03574,P10,145,7793,1638,0,4G,28,No OTT
C03575,P10,141,7428,654,1,4G,28,No OTT
C03576,P11,55,2739,1231,1,5G,28,Hotstar
C03577,P12,53,7876,951,1,5G,56,Amazon Prime
C03578,P06,94,6839,512,0,5G,365,Netflix
C03579,P14,98,7664,1548,1,5G,28,No OTT
C03580,P07,32,8257,124,1,4G,180,Hotstar
C03581,P12,101,3255,1108,1,5G,56,Amazon Prime
C03582,P14,106,4726,1310,1,5G,28,No OTT
C03583,P12,105,9267,1862,1,5G,56,Amazon Prime
C03584,P23,56,2792,1197,0,4G,28,No OTT
C03585,P18,186,9436,1654,1,4G,180,No OTT
C03586,P05,24,7642,1077,1,5G,84,No OTT
C03587,P23,47,7610,1618,0,4G,28,No OTT
C03588,P01,95,1707,1170,1,4G,365,No OTT
C03589,P18,179,5866,1498,0,4G,180,No OTT
C03590,P02,170,7758,1155,0,5G,56,Netflix
C03591,P22,160,2159,1728,1,4G,365,No OTT
C03592,P01,199,4844,469,1,4G,365,No OTT
C03593,P11,67,2346,672,1,5G,28,Hotstar
C03594,P15,50,8065,1799,1,4G,28,No OTT
C03595,P25,157,5110,1206,0,5G,365,Netflix
C03596,P16,182,8309,1234,0,5G,56,Amazon Prime
C03597,P11,136,5316,985,1,5G,28,Hotstar
C03598,P16,171,9763,1973,1,5G,56,Amazon Prime
C03599,P24,180,5384,1247,0,4G,180,No OTT
C03600,P04,77,1129,601,1,4G,84,No OTT
C03601,P07,149,7623,837,0,4G,180,Hotstar
C03602,P04,69,3391,923,1,4G,84,No OTT
C03603,P25,174,4296,863,1,5G,365,Netflix
C03604,P16,100,4986,1294,1,5G,56,Amazon Prime
C03605,P22,70,4963,1231,0,4G,365,No OTT
C03606,P12,102,9366,1280,0,5G,56,Amazon Prime
C03607,P24,52,8484,1759,0,4G,180,No OTT
C03608,P02,125,7544,578,1,5G,56,Netflix
C03609,P22,88,2020,1241,1,4G,365,No OTT
C03610,P22,109,7818,807,1,4G,365,No OTT
C03611,P01,178,1262,786,0,4G,365,No OTT
C03612,P19,86,1362,815,1,5G,84,Hotstar
C03613,P15,173,7252,1762,1,4G,28,No OTT
C03614,P02,170,3475,1447,0,5G,56,Netflix
C03615,P08,149,2952,1709,0,4G,84,No OTT
C03616,P14,133,7932,1448,0,5G,28,No OTT
C03617,P01,124,6762,1635,0,4G,365,No OTT
C03618,P18,167,4276,1267,0,4G,180,No OTT
C03619,P12,63,2622,519,0,5G,56,Amazon Prime
C03620,P22,104,3266,847,1,4G,365,No OTT
C03621,P19,136,3793,452,0,5G,84,Hotstar
C03622,P20,74,1957,1134,1,5G,180,Netflix
C03623,P24,148,5241,707,1,4G,180,No OTT
C03624,P25,48,9181,1957,1,5G,365,Netflix
C03625,P19,76,5591,1285,1,5G,84,Hotstar
C03626,P01,177,7377,171,1,4G,365,No OTT
C03627,P15,117,9711,411,0,4G,28,No OTT
C03628,P01,46,1012,1510,0,4G,365,No OTT
C03629,P03,157,8824,112,0,4G,84,No OTT
C03630,P14,155,1468,1621,1,5G,28,No OTT
C03631,P20,185,1238,1413,0,5G,180,Netflix
C03632,P03,53,1999,557,1,4G,84,No OTT
C03633,P16,107,8817,1716,1,5G,56,Amazon Prime
C03634,P07,173,7364,152,1,4G,180,Hotstar
C03635,P10,57,5027,285,1,4G,28,No OTT
C03636,P23,102,2229,1772,1,4G,28,No OTT
C03637,P10,173,3285,1917,1,4G,28,No OTT
C03638,P04,122,2500,203,0,4G,84,No OTT
C03639,P24,51,2464,1275,0,4G,180,No OTT
C03640,P10,106,6545,335,1,4G,28,No OTT
C03641,P10,65,2609,963,0,4G,28,No OTT
C03642,P16,90,4330,1763,0,5G,56,Amazon Prime
C03643,P03,72,8976,1208,1,4G,84,No OTT
C03644,P12,83,3434,1554,1,5G,56,Amazon Prime
C03645,P07,145,7586,1205,0,4G,180,Hotstar
C03646,P10,116,5585,1594,0,4G,28,No OTT
C03647,P06,198,4180,1419,1,5G,365,Netflix
C03648,P18,80,2620,1763,1,4G,180,No OTT
C03649,P08,107,3282,346,1,4G,84,No OTT
C03650,P18,191,3655,455,1,4G,180,No OTT
C03651,P11,144,9803,1787,0,5G,28,Hotstar
C03652,P01,132,6155,1497,0,4G,365,No OTT
C03653,P12,44,2111,509,0,5G,56,Amazon Prime
C03654,P11,79,3145,1320,0,5G,28,Hotstar
C03655,P22,196,9685,1207,0,4G,365,No OTT
C03656,P23,160,3291,1930,0,4G,28,No OTT
C03657,P11,90,8542,900,0,5G,28,Hotstar
C03658,P24,119,6166,1080,1,4G,180,No OTT
C03659,P19,141,7342,819,0,5G,84,Hotstar
C03660,P05,96,2547,324,1,5G,84,No OTT
C03661,P08,157,1084,174,0,4G,84,No OTT
C03662,P15,105,7944,222,1,4G,28,No OTT
C03663,P22,198,7678,1788,1,4G,365,No OTT
C03664,P22,135,6102,530,0,4G,365,No OTT
C03665,P15,148,1729,1571,1,4G,28,No OTT
C03666,P08,156,4941,872,1,4G,84,No OTT
C03667,P15,157,4554,1726,1,4G,28,No OTT
C03668,P09,62,8388,168,1,4G,365,No OTT
C03669,P14,74,4719,1810,0,5G,28,No OTT
C03670,P02,72,2192,1608,0,5G,56,Netflix
C03671,P25,176,8176,729,0,5G,365,Netflix
C03672,P23,102,4803,207,0,4G,28,No OTT
C03673,P16,36,4413,1434,1,5G,56,Amazon Prime
C03674,P02,107,1739,546,1,5G,56,Netflix
C03675,P02,115,8645,837,1,5G,56,Netflix
C03676,P01,150,2295,1624,0,4G,365,No OTT
C03677,P15,179,6796,810,1,4G,28,No OTT
C03678,P21,190,3517,1017,0,5G,28,No OTT
C03679,P25,56,6559,1707,1,5G,365,Netflix
C03680,P06,22,5039,1781,1,5G,365,Netflix
C03681,P22,27,8634,321,0,4G,365,No OTT
C03682,P18,152,8826,125,0,4G,180,No OTT
C03683,P09,170,8314,1115,1,4G,365,No OTT
C03684,P13,65,4995,1688,1,5G,365,Amazon Prime
C03685,P04,189,8434,337,0,4G,84,No OTT
C03686,P20,57,9030,1698,1,5G,180,Netflix
C03687,P11,114,4390,1401,1,5G,28,Hotstar
C03688,P09,168,7611,728,1,4G,365,No OTT
C03689,P10,71,1542,1507,1,4G,28,No OTT
C03690,P12,33,8853,400,1,5G,56,Amazon Prime
C03691,P12,53,2392,289,0,5G,56,Amazon Prime
C03692,P13,84,9978,609,0,5G,365,Amazon Prime
C03693,P25,178,9307,274,0,5G,365,Netflix
C03694,P04,91,9408,1025,1,4G,84,No OTT
C03695,P25,148,7002,1046,0,5G,365,Netflix
C03696,P08,117,3315,349,0,4G,84,No OTT
C03697,P11,71,6766,1857,1,5G,28,Hotstar
C03698,P19,95,6425,1249,0,5G,84,Hotstar
C03699,P16,164,8528,1822,0,5G,56,Amazon Prime
C03700,P01,67,7166,1716,1,4G,365,No OTT
C03701,P08,79,5005,818,1,4G,84,No OTT
C03702,P18,177,8087,391,1,4G,180,No OTT
C03703,P19,134,3480,1117,0,5G,84,Hotstar
C03704,P09,32,9519,235,1,4G,365,No OTT
C03705,P23,162,4071,1435,0,4G,28,No OTT
C03706,P18,124,7967,887,1,4G,180,No OTT
C03707,P12,140,2466,893,0,5G,56,Amazon Prime
C03708,P02,126,1208,108,0,5G,56,Netflix
C03709,P08,116,5888,175,1,4G,84,No OTT
C03710,P02,81,3906,336,0,5G,56,Netflix
C03711,P16,163,5931,1433,0,5G,56,Amazon Prime
C03712,P03,158,9695,472,0,4G,84,No OTT
C03713,P19,179,4764,1820,1,5G,84,Hotstar
C03714,P22,200,1165,1222,0,4G,365,No OTT
C03715,P03,111,2360,1545,0,4G,84,No OTT
C03716,P11,131,7142,1999,1,5G,28,Hotstar
C03717,P23,193,3150,417,1,4G,28,No OTT
C03718,P15,176,1789,1371,0,4G,28,No OTT
C03719,P14,27,4811,1290,0,5G,28,No OTT
C03720,P17,42,1067,909,1,5G,28,Hotstar
C03721,P04,86,8575,187,1,4G,84,No OTT
C03722,P19,77,2424,1239,0,5G,84,Hotstar
C03723,P04,81,8198,1903,0,4G,84,No OTT
C03724,P24,109,8685,908,1,4G,180,No OTT
C03725,P19,61,3704,552,1,5G,84,Hotstar
C03726,P12,131,6842,659,1,5G,56,Amazon Prime
C03727,P03,185,7733,1870,0,4G,84,No OTT
C03728,P12,193,5825,1152,1,5G,56,Amazon Prime
C03729,P02,31,4575,1646,1,5G,56,Netflix
C03730,P15,162,9101,511,0,4G,28,No OTT
C03731,P20,47,9339,1171,1,5G,180,Netflix
C03732,P11,67,5984,1689,0,5G,28,Hotstar
C03733,P18,159,5741,1513,0,4G,180,No OTT
C03734,P21,27,5129,638,0,5G,28,No OTT
C03735,P24,189,4556,888,0,4G,180,No OTT
C03736,P13,200,4662,1430,1,5G,365,Amazon Prime
C03737,P03,37,5535,878,1,4G,84,No OTT
C03738,P13,31,9651,1607,0,5G,365,Amazon Prime
C03739,P16,182,2387,205,1,5G,56,Amazon Prime
C03740,P01,50,1264,492,0,4G,365,No OTT
C03741,P08,53,3250,252,1,4G,84,No OTT
C03742,P24,94,4435,445,0,4G,180,No OTT
C03743,P18,181,3671,1907,1,4G,180,No OTT
C03744,P03,159,4870,1445,1,4G,84,No OTT
C03745,P22,105,4152,534,0,4G,365,No OTT
C03746,P12,179,2756,818,1,5G,56,Amazon Prime
C03747,P17,172,6988,1605,1,5G,28,Hotstar
C03748,P23,148,8654,810,1,4G,28,No OTT
C03749,P17,87,6795,923,0,5G,28,Hotstar
C03750,P09,55,4790,1295,0,4G,365,No OTT
C03751,P09,111,5801,1570,1,4G,365,No OTT
C03752,P17,62,5613,679,0,5G,28,Hotstar
C03753,P20,188,9932,1996,0,5G,180,Netflix
C03754,P10,44,8410,580,0,4G,28,No OTT
C03755,P19,107,1433,1017,0,5G,84,Hotstar
C03756,P17,83,3827,1383,1,5G,28,Hotstar
C03757,P18,54,4521,1269,0,4G,180,No OTT
C03758,P18,83,8596,337,1,4G,180,No OTT
C03759,P23,24,7586,783,0,4G,28,No OTT
C03760,P13,77,2531,416,0,5G,365,Amazon Prime
C03761,P17,107,8491,602,1,5G,28,Hotstar
C03762,P14,150,5056,1555,0,5G,28,No OTT
C03763,P15,197,6471,1550,1,4G,28,No OTT
C03764,P11,22,2773,892,0,5G,28,Hotstar
C03765,P17,60,9485,1355,0,5G,28,Hotstar
C03766,P18,43,4754,1750,0,4G,180,No OTT
C03767,P02,80,3711,974,0,5G,56,Netflix
C03768,P15,169,9499,808,1,4G,28,No OTT
C03769,P09,27,6773,1077,0,4G,365,No OTT
C03770,P25,28,8018,1662,1,5G,365,Netflix
C03771,P15,22,7594,1740,0,4G,28,No OTT
C03772,P22,183,9623,1296,1,4G,365,No OTT
C03773,P19,121,5346,1266,1,5G,84,Hotstar
C03774,P24,186,7052,836,0,4G,180,No OTT
C03775,P16,199,1718,1387,0,5G,56,Amazon Prime
C03776,P19,21,9741,174,0,5G,84,Hotstar
C03777,P23,80,9577,308,1,4G,28,No OTT
C03778,P08,41,1711,927,1,4G,84,No OTT
C03779,P18,77,3964,1922,0,4G,180,No OTT
C03780,P22,45,5770,1433,0,4G,365,No OTT
C03781,P12,194,1752,900,1,5G,56,Amazon Prime
C03782,P06,145,1919,351,0,5G,365,Netflix
C03783,P03,46,8135,1025,0,4G,84,No OTT
C03784,P22,60,2854,1409,0,4G,365,No OTT
C03785,P19,130,3675,1634,1,5G,84,Hotstar
C03786,P22,115,9265,894,1,4G,365,No OTT
C03787,P02,24,3639,1950,1,5G,56,Netflix
C03788,P03,34,6158,1865,1,4G,84,No OTT
C03789,P21,187,4163,1624,0,5G,28,No OTT
C03790,P25,89,7286,1293,0,5G,365,Netflix
C03791,P01,150,7332,1041,1,4G,365,No OTT
C03792,P22,142,9559,1643,1,4G,365,No OTT
C03793,P01,88,4234,1269,0,4G,365,No OTT
C03794,P15,85,1632,1029,1,4G,28,No OTT
C03795,P03,96,7687,651,0,4G,84,No OTT
C03796,P03,177,1121,508,0,4G,84,No OTT
C03797,P17,158,8070,904,1,5G,28,Hotstar
C03798,P20,156,5817,249,0,5G,180,Netflix
C03799,P01,161,5626,1869,1,4G,365,No OTT
C03800,P14,165,9524,354,1,5G,28,No OTT
C03801,P21,55,1306,463,1,5G,28,No OTT
C03802,P24,199,3585,1688,0,4G,180,No OTT
C03803,P22,64,4973,139,1,4G,365,No OTT
C03804,P04,188,7335,1125,1,4G,84,No OTT
C03805,P21,180,4193,1268,0,5G,28,No OTT
C03806,P16,92,3328,1604,1,5G,56,Amazon Prime
C03807,P09,99,8427,1007,0,4G,365,No OTT
C03808,P21,165,8338,1935,0,5G,28,No OTT
C03809,P25,166,6018,1019,0,5G,365,Netflix
C03810,P18,121,2616,714,0,4G,180,No OTT
C03811,P03,21,9712,211,1,4G,84,No OTT
C03812,P17,186,3999,1889,0,5G,28,Hotstar
C03813,P15,172,1989,152,1,4G,28,No OTT
C03814,P12,115,8230,362,0,5G,56,Amazon Prime
C03815,P04,178,1091,1254,0,4G,84,No OTT
C03816,P13,59,6045,1554,0,5G,365,Amazon Prime
C03817,P18,184,5870,1598,0,4G,180,No OTT
C03818,P13,23,1600,1359,1,5G,365,Amazon Prime
C03819,P20,184,5091,1180,0,5G,180,Netflix
C03820,P24,200,7625,1850,1,4G,180,No OTT
C03821,P18,147,7148,1377,0,4G,180,No OTT
C03822,P20,170,9021,285,1,5G,180,Netflix
C03823,P25,83,3589,1862,0,5G,365,Netflix
C03824,P07,35,8112,1305,0,4G,180,Hotstar
C03825,P16,64,3485,1141,1,5G,56,Amazon Prime
C03826,P12,197,5201,1686,0,5G,56,Amazon Prime
C03827,P22,138,7251,759,1,4G,365,No OTT
C03828,P25,63,6900,723,0,5G,365,Netflix
C03829,P03,66,3381,1524,0,4G,84,No OTT
C03830,P09,185,7981,449,0,4G,365,No OTT
C03831,P23,199,9026,1015,1,4G,28,No OTT
C03832,P20,63,4479,1423,0,5G,180,Netflix
C03833,P11,53,7867,1619,0,5G,28,Hotstar
C03834,P22,190,7067,1250,0,4G,365,No OTT
C03835,P01,38,1724,1176,1,4G,365,No OTT
C03836,P17,33,3020,1050,1,5G,28,Hotstar
C03837,P05,115,5700,1410,1,5G,84,No OTT
C03838,P25,96,8448,705,0,5G,365,Netflix
C03839,P12,148,4413,334,1,5G,56,Amazon Prime
C03840,P10,48,7857,1366,1,4G,28,No OTT
C03841,P01,36,3041,1392,0,4G,365,No OTT
C03842,P10,124,2796,261,1,4G,28,No OTT
C03843,P13,149,1929,1935,1,5G,365,Amazon Prime
C03844,P17,60,7430,1478,1,5G,28,Hotstar
C03845,P18,187,4825,925,0,4G,180,No OTT
C03846,P10,176,6516,1543,1,4G,28,No OTT
C03847,P10,54,4809,727,1,4G,28,No OTT
C03848,P21,198,3560,842,1,5G,28,No OTT
C03849,P17,64,5366,1355,0,5G,28,Hotstar
C03850,P10,99,7197,1050,1,4G,28,No OTT
C03851,P24,26,4953,1877,1,4G,180,No OTT
C03852,P19,43,3241,505,1,5G,84,Hotstar
C03853,P09,121,2688,697,0,4G,365,No OTT
C03854,P23,194,1799,323,0,4G,28,No OTT
C03855,P05,58,6262,522,0,5G,84,No OTT
C03856,P04,159,1122,1282,1,4G,84,No OTT
C03857,P13,108,5933,263,1,5G,365,Amazon Prime
C03858,P06,182,4870,1579,0,5G,365,Netflix
C03859,P16,123,4161,403,0,5G,56,Amazon Prime
C03860,P14,136,2392,1052,1,5G,28,No OTT
C03861,P11,82,2727,1618,1,5G,28,Hotstar
C03862,P07,33,2501,691,0,4G,180,Hotstar
C03863,P14,60,3591,298,1,5G,28,No OTT
C03864,P18,42,3485,1096,0,4G,180,No OTT
C03865,P12,136,3816,603,0,5G,56,Amazon Prime
C03866,P01,94,2981,768,0,4G,365,No OTT
C03867,P24,121,7351,152,1,4G,180,No OTT
C03868,P03,22,2776,293,1,4G,84,No OTT
C03869,P22,111,3150,1996,1,4G,365,No OTT
C03870,P06,51,4978,123,0,5G,365,Netflix
C03871,P15,68,5511,792,1,4G,28,No OTT
C03872,P21,73,1656,403,1,5G,28,No OTT
C03873,P12,58,3878,857,0,5G,56,Amazon Prime
C03874,P01,23,1588,1547,0,4G,365,No OTT
C03875,P08,171,8628,164,0,4G,84,No OTT
C03876,P16,80,4735,648,1,5G,56,Amazon Prime
C03877,P01,119,4630,1039,0,4G,365,No OTT
C03878,P12,84,4221,910,0,5G,56,Amazon Prime
C03879,P07,92,4297,140,0,4G,180,Hotstar
C03880,P24,30,8332,1561,1,4G,180,No OTT
C03881,P05,178,2060,707,1,5G,84,No OTT
C03882,P13,104,9755,1985,0,5G,365,Amazon Prime
C03883,P02,132,8105,1750,1,5G,56,Netflix
C03884,P09,159,3340,1238,0,4G,365,No OTT
C03885,P25,89,8382,682,1,5G,365,Netflix
C03886,P11,198,6440,1268,0,5G,28,Hotstar
C03887,P08,81,2713,1939,0,4G,84,No OTT
C03888,P16,122,2540,1010,1,5G,56,Amazon Prime
C03889,P08,71,1529,684,1,4G,84,No OTT
C03890,P08,153,6274,1404,1,4G,84,No OTT
C03891,P19,172,2226,1221,1,5G,84,Hotstar
C03892,P03,184,6054,1543,1,4G,84,No OTT
C03893,P09,46,1814,1289,0,4G,365,No OTT
C03894,P13,106,9540,576,0,5G,365,Amazon Prime
C03895,P14,75,7816,270,1,5G,28,No OTT
C03896,P18,197,3168,1562,0,4G,180,No OTT
C03897,P18,164,5737,1167,0,4G,180,No OTT
C03898,P22,66,3389,215,1,4G,365,No OTT
C03899,P24,188,8625,1651,0,4G,180,No OTT
C03900,P06,152,5133,1135,0,5G,365,Netflix
C03901,P03,180,2092,1228,1,4G,84,No OTT
C03902,P04,160,8591,893,0,4G,84,No OTT
C03903,P06,93,2267,1533,0,5G,365,Netflix
C03904,P21,139,2437,679,0,5G,28,No OTT
C03905,P17,140,8541,1685,0,5G,28,Hotstar
C03906,P10,192,9226,1354,0,4G,28,No OTT
C03907,P14,136,5385,990,1,5G,28,No OTT
C03908,P02,62,7384,1307,1,5G,56,Netflix
C03909,P01,176,1635,222,1,4G,365,No OTT
C03910,P19,158,7546,1861,1,5G,84,Hotstar
C03911,P03,196,2029,1234,1,4G,84,No OTT
C03912,P22,124,7765,106,0,4G,365,No OTT
C03913,P11,78,9763,1978,1,5G,28,Hotstar
C03914,P05,76,8580,846,1,5G,84,No OTT
C03915,P10,35,9071,1300,1,4G,28,No OTT
C03916,P23,131,1578,259,0,4G,28,No OTT
C03917,P01,82,5342,616,0,4G,365,No OTT
C03918,P04,28,9012,415,0,4G,84,No OTT
C03919,P15,72,4171,1687,1,4G,28,No OTT
C03920,P06,119,7454,1298,1,5G,365,Netflix
C03921,P01,180,6164,1802,1,4G,365,No OTT
C03922,P04,99,6151,1506,1,4G,84,No OTT
C03923,P05,119,6183,244,0,5G,84,No OTT
C03924,P01,116,2329,1205,1,4G,365,No OTT
C03925,P25,44,6798,607,1,5G,365,Netflix
C03926,P08,149,8571,1962,0,4G,84,No OTT
C03927,P01,151,5801,1093,0,4G,365,No OTT
C03928,P14,102,1199,1251,0,5G,28,No OTT
C03929,P21,77,9425,1026,0,5G,28,No OTT
C03930,P05,84,5073,335,0,5G,84,No OTT
C03931,P12,73,4900,1403,1,5G,56,Amazon Prime
C03932,P21,74,7908,1347,0,5G,28,No OTT
C03933,P25,164,3524,833,1,5G,365,Netflix
C03934,P19,83,3236,1412,1,5G,84,Hotstar
C03935,P13,90,4840,1136,1,5G,365,Amazon Prime
C03936,P14,194,5708,145,0,5G,28,No OTT
C03937,P03,68,1358,743,1,4G,84,No OTT
C03938,P20,104,1639,1904,1,5G,180,Netflix
C03939,P25,195,9964,757,1,5G,365,Netflix
C03940,P09,85,5779,1762,0,4G,365,No OTT
C03941,P07,124,1090,1948,0,4G,180,Hotstar
C03942,P09,189,5947,121,1,4G,365,No OTT
C03943,P22,83,5358,810,0,4G,365,No OTT
C03944,P06,73,9020,1890,0,5G,365,Netflix
C03945,P14,89,1764,1953,0,5G,28,No OTT
C03946,P01,72,4528,299,1,4G,365,No OTT
C03947,P22,31,1394,859,0,4G,365,No OTT
C03948,P10,99,3982,686,1,4G,28,No OTT
C03949,P15,139,7006,243,1,4G,28,No OTT
C03950,P11,154,3394,582,1,5G,28,Hotstar
C03951,P11,187,2193,1166,0,5G,28,Hotstar
C03952,P17,78,5850,1535,0,5G,28,Hotstar
C03953,P19,56,1421,975,0,5G,84,Hotstar
C03954,P12,181,4689,365,0,5G,56,Amazon Prime
C03955,P14,183,8982,1616,0,5G,28,No OTT
C03956,P20,103,8532,684,0,5G,180,Netflix
C03957,P03,68,8787,1487,1,4G,84,No OTT
C03958,P02,121,8486,526,0,5G,56,Netflix
C03959,P14,84,9237,1001,1,5G,28,No OTT
C03960,P21,143,7644,1483,1,5G,28,No OTT
C03961,P03,165,9025,1041,0,4G,84,No OTT
C03962,P04,117,9123,606,1,4G,84,No OTT
C03963,P14,64,5483,1507,1,5G,28,No OTT
C03964,P24,138,2312,1601,0,4G,180,No OTT
C03965,P12,164,3215,217,0,5G,56,Amazon Prime
C03966,P07,92,3408,1532,0,4G,180,Hotstar
C03967,P08,130,3690,1198,0,4G,84,No OTT
C03968,P11,48,8333,150,1,5G,28,Hotstar
C03969,P04,73,2760,1667,1,4G,84,No OTT
C03970,P03,39,7238,118,1,4G,84,No OTT
C03971,P05,41,5936,1172,1,5G,84,No OTT
C03972,P16,97,1640,1726,0,5G,56,Amazon Prime
C03973,P13,49,5074,585,0,5G,365,Amazon Prime
C03974,P19,98,9606,1161,0,5G,84,Hotstar
C03975,P02,67,5151,1699,1,5G,56,Netflix
C03976,P09,42,4306,1164,1,4G,365,No OTT
C03977,P19,59,6619,116,0,5G,84,Hotstar
C03978,P07,41,5005,1164,1,4G,180,Hotstar
C03979,P08,33,5163,1217,0,4G,84,No OTT
C03980,P08,152,9293,1776,0,4G,84,No OTT
C03981,P10,198,6050,976,0,4G,28,No OTT
C03982,P14,191,4132,833,0,5G,28,No OTT
C03983,P23,37,8023,1931,0,4G,28,No OTT
C03984,P06,146,6196,1364,0,5G,365,Netflix
C03985,P17,22,2957,1170,1,5G,28,Hotstar
C03986,P16,163,5633,559,0,5G,56,Amazon Prime
C03987,P07,40,9663,1471,1,4G,180,Hotstar
C03988,P05,154,8373,125,1,5G,84,No OTT
C03989,P04,166,3007,1919,1,4G,84,No OTT
C03990,P13,25,5847,339,0,5G,365,Amazon Prime
C03991,P15,159,4189,1822,0,4G,28,No OTT
C03992,P14,78,8650,113,0,5G,28,No OTT
C03993,P11,186,7012,1989,0,5G,28,Hotstar
C03994,P10,100,3505,332,1,4G,28,No OTT
C03995,P02,165,4105,1719,0,5G,56,Netflix
C03996,P03,130,2258,308,1,4G,84,No OTT
C03997,P23,174,5784,1508,1,4G,28,No OTT
C03998,P02,46,2293,1389,0,5G,56,Netflix
C03999,P15,61,6826,526,1,4G,28,No OTT
C04000,P15,173,1572,1331,1,4G,28,No OTT
C04001,P16,160,6383,297,1,5G,56,Amazon Prime
C04002,P11,149,5000,972,0,5G,28,Hotstar
C04003,P13,164,1539,248,0,5G,365,Amazon Prime
C04004,P13,180,5002,230,1,5G,365,Amazon Prime
C04005,P17,85,8495,1894,1,5G,28,Hotstar
C04006,P13,43,4814,1390,0,5G,365,Amazon Prime
C04007,P12,158,8359,513,1,5G,56,Amazon Prime
C04008,P23,109,3211,1023,1,4G,28,No OTT
C04009,P19,81,5226,498,1,5G,84,Hotstar
C04010,P12,136,8988,344,0,5G,56,Amazon Prime
C04011,P14,157,1593,1575,1,5G,28,No OTT
C04012,P15,200,2866,497,0,4G,28,No OTT
C04013,P02,198,6945,975,0,5G,56,Netflix
C04014,P15,194,7951,807,0,4G,28,No OTT
C04015,P02,139,9119,1843,1,5G,56,Netflix
C04016,P19,99,5981,1461,0,5G,84,Hotstar
